成立した２文字集合	成立した２文字単語	待ち候補文字数	待ち候補文字	成立する３文字集合	成立する３文字単語
いせ	制:姓:性（せい）:正（せい）:生（せい）:背（せい）［〜が高い］:製:静	27	ふ か い き こ や り び ぜ し だ ら ご ち ぶ ど に と た ぎ ほ は じ て ゆ ん よ	いせふ いかせ いいせ いきせ いこせ いせや いせり いせび いせぜ いしせ いせだ いせら いごせ いせち いせぶ いせど いせに いせと いせた いぎせ いせほ いせは いじせ いせて いせゆ いせん いせよ	不正:政府 世界:成果:青果 威勢:異性:誠意 世紀:帰省:既製:正規:移籍:規制:遺跡 個性 野性 整理:理性 整備:美声 是正 制止:姿勢:生死（せいし）:静止 世代 来世 正誤:生後 生地:知性:聖地 西部 制度:精度 二世 生徒 世帯 正義:犠牲 補正 制覇:派生 政治 手製 油性 繊維 余生
いん	イン:印（いん）:院	30	へ ら そ ぞ が き し な て ぜ は さ よ た ち ぶ ぎ い ど じ ほ に け ろ こ わ く お せ で	いへん いらん いそん いぞん いがん いきん いしん いなん いてん いぜん いはん いさん いよん いたん いちん いぶん いぎん いいん いどん いじん いほん いにん いけん いろん いこん いわん いくん いおん いせん いでん	変異:異変 ライン:ライン［合格〜］ 依存（いそん） 依存（いぞん） 因果 起因 印紙:死因 難易 移転:転移 以前:善意 範囲:違反 サイン:遺産 余韻 単位 インチ 部員 議員 医院:委員 インド 寺院 本意 任意:委任 意見 異論 コイン ワイン インク イオン 繊維 遺伝
きん	禁:菌:金（きん）	34	ほ ば い そ ぞ ぶ け か て り げ た は ぜ こ ね に え ま し ふ お ぐ き が あ む や ひ ぼ よ ち ぺ で	きほん きばん いきん きそん きぞん きぶん きけん かきん きてん きりん きげん きたん きはん きぜん きこん きねん きにん えきん きまん きしん きふん おきん きぐん ききん がきん あきん きむん きやん きひん きぼん きよん きちん きぺん きでん	基本 基盤 起因 既存（きそん） 既存（きぞん） 分岐:気分 危険:棄権 寒気（かんき）:帰還:換気:期間:機関:歓喜:気管:課金:金貨 天気:機転:起点:転機 臨機:金利 元気:期限:機嫌 短期:短気 半期 前期 今期:既婚:根気:金庫 年季:年期:記念 人気:任期 延期 満期 新規:禁止:資金:近視 ふきん:付近:付近・附近:奮起 気温 キング 基金:近畿 祈願:謹賀 暗記 勤務 夜勤 気品 募金 預金 チキン ペンキ 電機:電気
かん	勘（かん）:完:寒:感:缶:観:館（かん）	37	な よ び み げ わ そ ね へ ご き さ て し じ や く た ど ぶ ひ け ず に り ほ あ ぷ で が ば め ふ ぱ せ お ち	かなん かよん かびん かみん かげん かわん かそん かねん かへん かごん かきん かさん かてん かしん かじん かやん かくん かたん かどん かぶん かひん かけん かずん かにん かりん かほん あかん かぷん かでん かがん かばん かめん かふん かぱん かせん おかん かちん	何（なん）か 予感:関与:関与・干与 完備 みかん:仮眠:未完:民家 下限:加減:原価 緩和 簡素 可燃 変化 互換:看護:過言（かごん） 寒気（かんき）:帰還:換気:期間:機関:歓喜:気管:課金:金貨 加算:参加:監査:酸化 天下:添加:点火:転嫁 干支:監視:進化:過信 幹事:感じ:時間:漢字 やかん:夜間 区間 加担:単価 感度 幹部:文化 悲観 けんか 図鑑 認可 管理 保管 安価 還付 家電:電化 眼科 かばん 仮面 噴火:花粉 寒波 河川 悪寒 完治
しん	心（しん）:真（しん）:芯	37	ぴ じ い ふ ろ か ぽ ゅ ね や き ー て と め ど よ だ し そ み お り む れ あ け さ せ ぎ え ほ は げ ぐ ぜ で	しぴん しじん いしん しふん しろん かしん しぽん しゅん しねん しやん きしん しんー してん しとん しめん しどん しよん しだん ししん しそん しみん おしん しりん しむん しれん あしん けしん さしん しせん ぎしん えしん しほん しはん げしん ぐしん しぜん しでん	神秘 地震:自信:自身 印紙:死因 不信:不審:不振 進路 干支:監視:進化:過信 進歩 旬（しゅん） 年始 深夜 新規:禁止:資金:近視 シーン 天使:始点:支店:支点:視点 都心 紙面 震度 予震:余震 打診:男子（だんし） 指針:紳士 子孫 市民 恩師 心理 無心 試練 思案 試験 審査:資産 視線 審議 支援 資本 市販 資源 寝具 自然 電子
いか	いか:以下:会:医科:回:貝:買い:階:飼い	39	せ む は し う て け ろ よ こ ひ つ れ き じ さ く げ な と ぎ っ ゆ ふ り ご だ め わ が ち へ ば ね た に す る か	いかせ いかむ いかは いかし いうか いかて いかけ いかろ いかよ いかこ いかひ いかつ いかれ いかき いかじ いかさ いかく いかげ いかな いかと いかぎ いかっ いかゆ いかふ いかり いかご いかだ いかめ いかわ いかが いかち いかへ いかば いかね いかた いかに いかす いかる いかか	世界:成果:青果 六日（むいか）:向かい:皆無 破壊 司会:歯科医:視界:開始 迂回 仮定:低下:定価:家庭:課程:買い手:過程 家計:経過 カイロ:回路 通い 囲い 会費:回避 いつか:つかい（使・遣）:五日（いつか）:使い:追加 加齢 機会:機械 次回:開示 境（さかい）:火災 各位 外科医 内科:田舎（いなか） 都会 会議:議会 一家 愉快 不快 いかり:怒（いか）り:理解 ごかい:介護:誤解 課題 仮名:名菓:銘菓 会話:和解 外貨:絵画 誓い 貨幣 売価 買値 他界:対価 二階 すいか いるか 開花
もも	もも:桃	61	とま ぶん はん でる きど ちひ うよ せた どり とめ てと とね おて より おさ おみ だれ こど こち この こり こん じと ちば きち つり らる いお ぎん くさ かく くひ くん えじ こじ じん くじ うほ うす るー ちて つに まり うけ えの かつ おに めん ころ きの うふ にの のひ くり さろ れん じみ くず しや かめ あせ	とまも ぶもん はもん でもる きども ちひも うもよ せたも どもり とめも てとも とねも おても もより おさも おみも だもれ こども こちも このも こもり こもん じとも ちばも きちも つもり もらる いおも ぎもん くさも かくも くひも くもん えじも こじも じもん くじも うほも うすも もるー ちても つにも まもり うけも えのも かつも おにも めもん こもろ きのも うふも にのも のひも くもり さもろ もれん じみも くずも しもや かめも あせも	まとも:まとも［〜に］ 部門 模範 モデル もどき 日持ち 模様 持たせ 戻り 求め:目もと 手もと 根元（ねもと） 表（おもて） 最寄り 重さ 重み だれも 子供 子持ち 小物 子守（こもり） 顧問 地もと 持ち場 気持ち 積もり モラル 思い 疑問 模索 科目:課目 黙秘 文句 絵文字 小文字（こもじ） 自問 目次 模倣 相撲 モール 手持ち 荷物 守り もうけ 獲物 貨物 重荷 木綿 衣（ころも） 着物 不毛:毛布 煮物 干物（ひもの） 曇り もろさ レモン もみじ:もみじ（紅葉）:紅葉（もみじ） もずく もやし かもめ あせも
はは	母	82	もん きっ つふ いち つめ いし いき いけ ぱん かく らん そん いか じめ たん どめ ずみ しつ しり ずれ なれ つれ きん たち かつ おつ さや めや こび いん いご へん ねん くよ でん うす ふー しら かせ いわ きく きけ げみ あく かり いて いせ いら がき しな ひん やり さん でや ねや ごん くび おな なみ けん しん いふ くし ごし こん さみ なび たつ けた まれ のら べま しや かれ かだ すだ しだ なめ とー きぐ ぢな がつ	はもん きっは つはふ いちは つはめ いしは いきは いけは はぱん かくは はらん そはん いかは じはめ たはん どはめ ずはみ しつは しはり ずはれ なはれ つはれ きはん たちは かつは おつは さはや はめや こはび いはん いごは はへん ねはん くはよ ではん うすは はふー しはら かせは いはわ きくは きけは げはみ あくは かはり いては いせは いはら がきは しなは はひん はやり さはん ではや ねはや ごはん くはび おなは なはみ けはん しはん いはふ くしは ごしは こはん さはみ なはび たつは けたは はまれ のはら はべま しはや かはれ かだは すだは しだは なはめ とはー きぐは ぢなは がつは	模範 発揮 不発 配置 破滅 廃止:支配 廃棄 気配 半端 破格 波乱:波瀾・波乱 破損 破壊 はじめ（初・始）:初め:始め 破綻 歯止め 弾み 始発 走り 外れ 離れ 破裂 半期 二十・二十歳（はたち）:二十歳（はたち）:二十（はたち） 二十日（はつか） お初 はやさ（早・速）:早さ:速さ はやめ（早・速）:早め:速め 運び 範囲:違反 背後 破片 半値 余白 ハンデ ハウス:端数 ハーフ 柱（はしら） 博士（はかせ） ハワイ 気迫 吐き気 励み 把握 はかり（計・量・測）:測り:計り 手配 制覇:派生 払い はがき 話（はなし） 批判 はやり 破産 早出 早寝 御飯（ごはん） 美白 お花 花見 派遣 市販 配布 白紙（はくし） はしご 判子 はさみ（鋏） 花火 多発 畑（はたけ） 晴れ間 野原 浜辺 林（はやし） 枯れ葉 裸 素肌 はだし 目鼻 ハート 歯茎 鼻血 発芽
ちち	父	109	こら そら あら どら うゅ なみ くょ いっ っま いが うょ いは せっ ひも うほ うね めゃ から みよ くゃ たっ いじ ぴん じに いど たは どに いや いい いた えん くこ たば っり おめ こっ そっ あっ かく げん あき いせ だん おく さん いき かば かた うそ うす にひ ばん りー いぶ せん いん こも ゃん うみ うわ じん こー きし ばも いば むー きも ここ さっ おん にん いり たみ いめ うつ らん おゃ むゃ ても ぱん そだ うの ぐて おど いか かめ あん うし くび やん しょ ぢみ きむ きん みん べん でん あれ しみ いだ いけ いへ しっ いご おば うん いの ぜん かん	こちら そちら あちら ちどら うちゅ ちなみ くちょ いちっ ちっま いがち うちょ いちは せちっ ちひも うちほ うちね ちめゃ かちら ちみよ くちゃ たちっ いじち ちぴん じちに いちど たちは ちどに いちや いいち いたち えちん くこち たちば ちっり おちめ こちっ そちっ あちっ かくち げちん あきち いせち だちん おくち さちん いきち かちば かたち うそち うすち ちにひ ちばん ちりー いちぶ せちん いちん こちも ちゃん うちみ うちわ じちん こちー きしち ちばも いちば ちむー きちも ここち さちっ おちん ちにん いちり たちみ いちめ うちつ ちらん おちゃ ちむゃ ちても ちぱん そだち うちの ぐちて おちど いかち かちめ あちん うしち くちび ちやん しちょ ちぢみ きちむ きちん ちみん ちべん ちでん あちれ しちみ いだち いけち いちへ しちっ いごち おちば うちん いちの ぜちん かちん	こちら そちら あちら どちら 中（ちゅう）:注 ちなみ 直（ちょく） 一致 マッチ 違い 兆:庁:町（ちょう）:腸:長（ちょう） 配置 設置 日持ち 地方（ちほう）:放置 値打ち めちゃ 力（ちから） 夜道 着 タッチ 一時（いちじ） ピンチ 日時 一度 二十・二十歳（はたち）:二十歳（はたち）:二十（はたち） 土日 一夜（いちや） 一位 地帯:遅滞 遅延 告知:遅刻 立場 立地 落ち目 こっち そっち あっち 各地:知覚:近く 現地 空き地:空き地・明き地 生地:知性:聖地 団地 奥地 産地 地域 近場 形（かたち） 地層:装置 数値 日にち 番地 リーチ 一部 センチ インチ 子持ち ちゃん 身内（みうち） うちわ:内輪（うちわ） 知人 コーチ 敷地:知識 持ち場 市場（いちば） チーム 気持ち 心地 察知 音痴:音痴［機械〜・方向〜］ 認知 一理 立ち見 地名 通知 ランチ お茶 むちゃ 手持ち パンチ 育ち 知能:農地 手口 落ち度 誓い 勝ち目 治安 仕打ち 備蓄 家賃 処置 縮み キムチ チキン ミンチ:珍味 ベンチ 電池 荒れ地 七味 大地 地形（ちけい） 平地 湿地 いちご 落ち葉 うんち 命（いのち） 全治 完治
まま	まま:まま［気の向く〜］:ママ	112	ほん とも のる ぐれ ん ちっ うれ どり しり しつ じり えか つり とめ さつ める がり おけ あい ぎわ いど いじ いよ きっ きつ つな ふゆ ひる かぢ きん えて こよ うえ した りわ みる きす あり みん にん ごん いる えお あく ごひ いし かな あに いご だや えで ふり いめ いす ふん あえ おが がん けな じん き うほ なび ぎれ きり てー なー えな なり くー くじ ろん どら しね とり いり えき あた いみ きね もり えじ ねー くる つみ くす あぐ くら めん たり ひろ っと いく うみ うさ あみ つひ はれ たに はべ とと うす さん ぐろ ひん だめ たぶ げゆ げつ えば ごた いや	ほまん とまも のまる ぐまれ ままん ちっま うまれ どまり しまり しつま じまり えかま つまり とまめ さつま まめる がまり おけま あいま ぎまわ いどま いじま いまよ きっま きつま つなま ふまゆ ひまる かぢま きまん えてま こまよ うえま したま まりわ まみる きすま あまり まみん にまん ごまん いまる えおま あくま ごひま いしま かなま あにま いごま だまや えでま ふまり いまめ いすま ふまん あえま おがま がまん けなま じまん きまま うほま なびま ぎまれ きまり てまー なまー えなま なまり くまー くじま まろん どまら しねま とまり いまり えきま あたま いまみ きねま まもり えじま ねまー くまる つまみ くすま あぐま くまら まめん たまり ひまろ っとま いくま うまみ うさま あまみ つひま はまれ たにま はべま ととま うすま さまん ぐまろ ひまん だまめ たぶま げまゆ げつま えばま ごたま いまや	ほんま まとも:まとも［〜に］ ノルマ まぐれ まんま［その〜］ マッチ 生まれ 間取り 締まり 始末 まじり（交・混）:混じり 構え 祭り:詰まり まとめ 摩擦 丸め 曲がり おまけ 合間 間際 毎度 毎時 毎夜:迷い 末期 期末 真夏 真冬 昼間（ひるま）:真昼 間近 満期 手前（てまえ） 真横 真上 真下 周り:回り まるみ（丸・円）:丸み すき間 余り 未満 二万（にまん） 五万 マイル お前 悪魔 ひ孫 姉妹（しまい） 仲間 マニア 迷子（まいご） 山田 出前 フリマ めまい 住まい:睡魔:麻酔 不満 甘え 真顔 我慢:漫画 怠け 自慢 気まま 魔法 学び 紛れ 決まり テーマ マナー 名前 なまり マーク 字幕 マロン:ロマン ドラマ シネマ 泊まり 参り 気前 頭（あたま） 見舞い 招き 守り 自前 マネー 車（くるま） つまみ マスク 雨具 まくら メンマ たまり 広間 マット マイク うまみ うまさ 甘み 飛沫 晴れ間 谷間（たにま） 浜辺 トマト マウス さんま まぐろ 肥満 目玉 まぶた まゆ毛 まつげ 前歯 卵（たまご） 病（やまい）
ここ	ここ:ここ［〜１，２か月］	142	うじ ちら られ いた うほ うか うむ うご いざ うず つり のり いせ うゆ じむ いう うど いて うひ うだ すー きく かみ いか へみ うき くじ きん しと やん どん ごん くち とろ はび ちっ そら あそ かど うざ うさ まよ がた いけ つぶ がら あす うす うぶ つべ くど びん の なん おと のめ ども いい じん おや ちも すむ いと づれ のも うし ちー うふ もり ぶん もん かっ くた いく くし のよ うぼ とや ろ ち のみ えご ほり しつ けわ みみ とば くご じも るー くよ えた えき うび むら きせ みよ とん ぜね みん うぎ うよ しみ ごと ぜに すと うり うせ にみ いん しや もろ とー どね あん たら あ らー たば だて うそ しゃ たつ ざら さじ はん うぐ えー いめ おり ぶり さめ ぎむ んー きの いぬ ね とり おで しぶ びゆ じわ	うこじ こちら こられ いこた うこほ うかこ うこむ うこご いこざ うこず こつり このり いこせ うこゆ こじむ いうこ うこど いこて うこひ うこだ こすー きくこ かこみ いかこ こへみ うきこ くこじ きこん こしと こやん こどん こごん くこち ことろ こはび こちっ こそら あこそ かこど うこざ うこさ こまよ がこた いけこ こつぶ がこら あこす うこす うこぶ こつべ くこど こびん ここの こなん おこと このめ こども いいこ こじん おこや こちも こすむ いこと こづれ このも うこし こちー うこふ こもり こぶん こもん かこっ くこた いくこ くこし このよ うこぼ ことや こころ ここち このみ えこご こほり こしつ けこわ こみみ ことば くこご こじも こるー くこよ えこた えきこ うこび こむら きこせ こみよ ことん こぜね こみん うぎこ うこよ こしみ こごと こぜに こすと うこり うこせ こにみ いこん こしや こもろ ことー こどね あこん こたら あここ こらー こたば こだて うこそ こしゃ こたつ こざら こさじ こはん うぐこ えこー いこめ おこり こぶり こさめ ぎこむ こんー きこの いこぬ ここね ことり おこで こしぶ こびゆ こじわ	事項:工事:時効 こちら これら 個体:固体 候補:歩行 下降:加工:効果:硬貨:高価 向こう:無効 交互 在庫 構図 孤立 残り 個性 固有 無事故 以降:好意:意向:移行:行為 鼓動 固定 飛行 蛇行 コース 帰国 囲み 囲い へこみ 好機:後期:気候 時刻 今期:既婚:根気:金庫 今年（ことし） 今夜 今度 今後 告知:遅刻 ところ:所（ところ） 運び こっち そこら あそこ どこか 口座:講座 交差 真横 小型:小形・小型 固形 小粒 小柄 スコア 個数 後部 個別 孤独 コンビ ここの 何個 男（おとこ） 女の子 子供 いい子 個人:故人 親子 子持ち 息子 いとこ 子連れ 小物 公私:志向:思考:格子:試行:講師 コーチ 不幸:古風:工夫 子守（こもり） 子分:文庫:昆布（こんぶ） 顧問 国家:括弧 他国 異国 四国:酷使 この世 公募:母校 床屋 心（こころ） 心地 好み 小声 ほこり:誇り 個室:固執（こしつ） 小分け 見込み 言葉 国語 小文字（こもじ） コール 予告 答え 聞こえ 交尾:備考 コラム 戸籍 暦（こよみ） コント 猫背 未婚 抗議 雇用 仕込み 小言 小銭（こぜに） コスト 小売り 施工（せこう） 煮込み コイン 肥やし 衣（ころも） コート 寝床 あんこ たらこ ココア コーラ たばこ 戸建て 倉庫 車庫 こたつ 小皿 小さじ 判子 工具 エコー 濃いめ 氷 小降り 小雨（こさめ） 小麦 コーン きのこ 子犬:小犬・子犬 子猫:小猫:小猫・子猫 小鳥 おでこ こぶし 小指 小じわ
みみ	耳	143	ほん ちな つひ かん のり くし えば かけ ため ぶり なり かな つよ よわ だれ ゆる たる ずは あゆ ちよ つつ かこ がゆ こへ くぼ いた ごろ かき すや いら ぜん な ぎて かふ うべ かぢ まる じん あつ すす おも がる つど きわ まん なん っつ かっ がわ がめ すせ うち かた じな とん しん くた てよ とな のや かく かゆ ふん れん なや この がひ うら すて げは ぞの くゃ ぐめ うの けわ あじ した たて こ いて きり くふ せば うよ きき たち そよ きむ しだ うけ がて いや こよ しゅ なは かつ ぶん こん すぬ いま こし たの こに がき げや つに つま ちぢ くや さし あか しろ ちん くる りん すと かす あど たた のゆ とめ さは かが らー どり しち うま うふ あま から さん がに しぶ とろ ある つな いず じも そほ けん とひ だな くむ	ほみん ちなみ つひみ かみん のみり くしみ えばみ かけみ たみめ ぶみり なみり かなみ つみよ みよわ だみれ みゆる たみる ずはみ あみゆ ちみよ つつみ かこみ がみゆ こへみ くぼみ いたみ ごみろ かきみ すみや いみら ぜみん なみみ ぎてみ かふみ うべみ かぢみ まみる じみん あつみ すすみ おみも がみる つどみ きみわ まみん なみん っつみ かっみ がみわ がみめ すせみ うちみ かたみ じなみ とみん しみん くたみ てみよ となみ のみや かくみ かみゆ ふみん みれん なみや このみ がひみ うみら すてみ げはみ ぞのみ くみゃ ぐみめ うのみ けみわ あじみ したみ たてみ こみみ いてみ きみり くふみ せばみ うみよ ききみ たちみ そみよ きみむ しだみ うけみ がてみ いみや こみよ しみゅ なはみ かつみ ぶみん こみん すぬみ いまみ こしみ たのみ こにみ がきみ げみや つにみ つまみ ちぢみ くみや さしみ あかみ しみろ ちみん くみる みりん すとみ かすみ あどみ たたみ のみゆ とみめ さはみ かがみ みらー どみり しちみ うまみ うふみ あまみ かみら さみん がにみ しぶみ とみろ あみる つなみ いずみ じみも そほみ けみん とひみ だなみ くみむ	見本 ちなみ 秘密 みかん:仮眠:未完:民家 実り 仕組み 見栄え 見掛け 見た目 身振り 身なり 中身:中身・中味 強み 弱み 乱れ 緩み たるみ 弾み 歩み 夜道 包み 囲み ゆがみ へこみ くぼみ いたみ（痛・傷・悼）:いたみ（痛・傷）:いた（傷）み:傷み:傷（いた）み:痛み 見ごろ 上期（かみき） 休み 未来 未然 南（みなみ） 右手 深み 海辺（うみべ） 身近 まるみ（丸・円）:丸み 微塵（みじん） 厚み 進み 重み 身軽 密度 わき見:極み 未満 みんな 三つ 三日（みっか） 我が身 女神（めがみ） ミセス 身内（みうち） 味方:味方・身方:見方:高み なじみ 都民 市民 たくみ:巧み 読み手 港（みなと） 飲み屋 味覚 かゆみ 不眠 未練 悩み 好み ひがみ 恨み 捨て身 励み 望み 脈 恵み うのみ:未納 見分け 味見 下見 見立て 見込み 未定 切り身:見切り 含み 見せ場 見よう 見聞き 立ち見 よそ見 見向き 見出し 受け身 手紙 嫌み 暦（こよみ） 趣味 花見 つかみ 身分 未婚 盗み 見舞い 仕込み 頼み 煮込み 磨き 土産（みやげ） 積み荷 つまみ 縮み 薬味 刺身 赤身 白身 ミンチ:珍味 ミルク みりん ミスト 住みか 網戸 畳（たたみ） 湯飲み 認め はさみ（鋏） 鏡（かがみ） ミラー 緑 七味 うまみ 風味 甘み 辛み 酸味 苦み 渋み とろみ アルミ 津波 泉（いずみ） もみじ:もみじ（紅葉）:紅葉（もみじ） 細身 眉間 ひとみ 涙 むくみ
つつ	筒	147	けほ るー じむ とひ くべ さべ ひみ はふ じり こり かせ しり しほ はめ うご くり しそ しし きし がし みよ うふ しま けふ あき ざせ きづ うせ させ まり しは うか うき み だり さま はれ いか かね かし きひ きじ いで きま きせ なば なま かは おは いび こぶ けぼ きれ あみ あさ あめ あで さよ しど どみ こべ いゆ たふ っみ っよ い っむ っや かふ いく がに がく うわ いそ あい いど しせ して きよ かれ きね うく きり こし いね もり いさ いけ ぶり うて けひ さし づり えた うち じわ ぎけ うし じひ いき とめ ざむ おや あぎ あー かみ にも かぶ けし おり かじ せび いぶ しぶ かも にみ おさ まみ すー ぱん いた しゃ しー おゆ けに しじ しわ えく こた けば たは うろ うり けろ ひま した なみ びよ ねよ ねび っな おか さば げま がは うず きぜ	けつほ つるー じつむ つとひ くつべ さつべ つひみ つはふ じつり こつり かせつ しつり しつほ つはめ うごつ くつり しそつ ししつ きしつ がしつ つみよ うつふ しつま けつふ あきつ ざせつ きつづ うせつ させつ つまり しつは うかつ うきつ つつみ だつり さつま つはれ いかつ かつね かしつ きつひ きじつ いつで きつま きせつ つなば つなま かつは おつは いつび こつぶ けつぼ きつれ あつみ あさつ あつめ あつで さつよ しつど つどみ こつべ いつゆ たつふ っつみ っつよ いつつ っつむ っつや かつふ いくつ がつに がくつ うつわ いそつ あいつ いつど しせつ しつて きつよ かつれ きつね うくつ きつり こしつ いつね つもり いさつ いけつ つぶり うつて けつひ さしつ つづり えたつ うちつ じつわ ぎけつ うしつ じつひ いきつ つとめ ざつむ おつや あぎつ あつー かつみ つにも かつぶ けしつ おつり かじつ せつび いつぶ しつぶ かつも つにみ おさつ つまみ すつー つぱん いたつ しつゃ しつー おつゆ けつに しじつ しつわ えくつ こたつ けつば たつは うつろ うつり けつろ つひま したつ つなみ つびよ つねよ つねび っつな おかつ さつば げつま がつは うずつ きぜつ	補欠 ルーツ 無実 一つ 区別 差別 秘密 不発 自律:自立 孤立 仮設:仮説 市立（しりつ）:私立（しりつ） 保湿 破滅 都合 つくり（作・造）:作り:理屈:造り 素質 脂質:資質 気質 四月:画質 強み 不通:普通 始末 不潔 気圧 挫折 続き 右折 左折 祭り:詰まり 始発 通貨:通過 通気 包み 離脱 摩擦 破裂 いつか:つかい（使・遣）:五日（いつか）:使い:追加 加熱 加湿:過失 月日（つきひ） 期日 ついで 期末 季節 夏場 真夏 二十日（はつか） お初 いびつ 小粒 墓穴 亀裂 厚み 厚さ:暑さ:熱さ 厚め 厚手 強さ 湿度 密度 個別 唯一（ゆいつ） 二つ 三つ 四つ 五つ 六つ 八つ 二日（ふつか） いくつ 二月 九月 器（うつわ）:通話 そいつ あいつ:威圧 ドイツ:集い 施設 私鉄 強気 疲れ きつね:寝付き 苦痛 規律:規律・紀律:起立 個室:固執（こしつ） 熱意 積もり 殺意 決意 物理 打つ手 秘訣 視察 つづり 伝え 通知 実話 決議 写し 自筆 追記 勤め 雑務 おやつ 厚着 ツアー つかみ 荷物 部活 しつけ お釣り 果実:活字 設備 異物 私物:部室 貨物 積み荷 お札 つまみ スーツ パンツ タイツ シャツ シーツ おつゆ 煮付け 自室 和室 机 こたつ バケツ 多発 通路 映り 結露 飛沫 多湿 津波 強火（つよび） 余熱 微熱 ナッツ かつお 翼（つばさ） まつげ 発芽 頭痛 気絶
