４文字集合	可能な４文字単語
けろんん	言論
ここそそ	こそこそ:そこそこ
ここたた	ごたごた
ここちね	寝心地
ここつつ	こつこつ:ごつごつ
ここつの	九つ
ここてて	ごてごて
ここてほ	凸凹（でこぼこ）
ここにに	にこにこ
ここのの	のこのこ
ここのろ	このごろ
ここはみ	ごみ箱
ここふふ	五分五分
ここへへ	ぺこぺこ
ここほほ	ぼこぼこ
ここまま	こまごま［〜した］
ここみみ	ごみごみ
ここみろ	試み
ここりり	懲り懲り
こころろ	ころころ:ごろごろ
ここわわ	ごわごわ
こさしむ	差し込む［日が〜・プラグを〜］:差し込む［日が〜］
こさしん	個人差
こさたふ	ごぶさた
こさつん	昨今（さっこん）:混雑
こさとわ	ことわざ
こししと	年越し
こしすも	少しも
こしすら	こじらす
こしそな	底なし
こしそん	御存じ:心底・真底（しんそこ）:心底（しんそこ）:心底（しんそこ）［〜好きだ］
こしたね	猫舌
こしちも	持ち越し
こしつは	端（はし）っこ:端（はじ）っこ
こしつひ	引っ越し
こしとは	仕事場
こしとろ	年ごろ
こしねむ	ねじ込む
こしへん	弁護士
こしほや	保護者
こしほん	本腰
こしまろ	白ごま
こしみむ	染み込む
こしもよ	横文字
こしよわ	弱腰
こしりん	シリコン
こしるれ	こじれる
こしるん	混じる
こしんん	新婚
こすすね	寝過ごす
こすすみ	見過ごす
こすすも	コスモス
こすちも	持ち越す
こすつひ	引っ越す
こすつふ	スコップ
こすつみ	隅っこ
こすてる	てこずる
こすとひ	飛び越す
こすとほ	施す
こすのら	残らず
こすふる	鼓舞する
こすへま	へこます
こすほる	保護する
こすまみ	マスコミ
こすまり	ごますり
こすみれ	ずれ込み
こすむれ	ずれ込む
こせつつ	骨折
こせつん	根絶
こそそれ	それこそ
こそたて	子育て
こそつて	こぞって
こそつり	こっそり:ごっそり
こそとん	どん底
こそねる	損ねる
こそのろ	そのころ
こそはん	パソコン
こたつに	濁った
こたつま	困った
こたてよ	縦横（たてよこ）
こたてん	献立
こたのひ	この度（たび）
こたへろ	食べごろ
こたへん	へこんだ
こたむめ	ため込む
こたよれ	汚（よご）れた
こたりわ	こだわり
こたるわ	こだわる
こたれわ	壊れた
こちつや	ごっちゃ
こちにん	今日（こんにち）
こちみも	持ち込み
こちむも	持ち込む:持ち込む［話を〜］
こつつみ	小包:突っ込み
こつつむ	突っ込む
こつてり	こってり
こつとん	コットン
こつなれ	慣れっこ
こつにり	にっこり
こつひみ	引っ込み
こつひむ	引っ込む
こつふめ	米粒
こつほり	ほっこり
こつほん	ぽんこつ
こつみみ	積み込み
こつみむ	積み込む
こつみめ	詰め込み
こつむめ	詰め込む
こてとろ	ところで:出所（でどころ）
こてまれ	これまで:これまで［今は〜］
こてんん	伝言
こととひ	ひと事:一言（ひとこと）
こととん	とことん
ことなに	何事
ことなり	異なり
ことなる	異なる
ことにま	まことに
ことのひ	この人
ことのほ	このほど
ことのも	物事
ことひみ	人込み
ことふり	小太り
ことほれ	これほど
ことまる	まるごと
ことみり	ごみ取り:取り込み
ことみろ	見どころ
ことむり	取り込む
ことめも	もめ事
ことめん	コメント
ことより	横取り
ことりわ	ことわり:断り
ことるわ	断る:断る［前もって〜］
ことるー	ゴールド
ことれー	レコード
こなにん	こんなに
こなまみ	生ごみ
こなんん	困難
こにひん	コンビニ
こにほん	日本語
こねのら	野良猫
こねふろ	寝転ぶ
このへん	この辺
このまま	このまま
このみみ	飲み込み
このみむ	飲み込む
このむり	乗り込む
こははよ	横幅
こはへら	腹ぺこ
こはむめ	はめ込む
こはるわ	こわばる
こはんん	今晩
こひむよ	呼び込む
こひよろ	喜び
こひんん	貧困
こふみむ	踏み込む
こふみり	振り込み
こふむり	振り込む
こふよろ	喜ぶ
こへんー	ベーコン
こほるれ	こぼれる
こほんん	根本
こまんー	マンゴー
こみむよ	読み込む
こみもる	身ごもる
こみりわ	割り込み
こむもり	盛り込む
こむりわ	割り込む
こもりん	リモコン
こやより	横やり
こよるれ	汚（よご）れる
こらんん	混乱
こるれわ	壊れる
これんん	れんこん
ささしひ	寂しさ
ささしや	優しさ
ささつと	さっさと
ささはは	ぱさぱさ
ささふふ	ふさふさ
ささほほ	ぼさぼさ
ささらら	さらさら:ざらざら
ささわわ	ざわざわ［会場が〜する］:わざわざ
さしした	差し出し:親しさ
さしすす	涼しさ
さしすた	差し出す
さしたん	足し算
さしつゆ	雑種
さしつん	刷新:診察
さしとめ	差し止め
さしはん	茶飯事
さしまめ	目覚まし
さしよん	残暑
さしんん	斬新
さすつる	察する
さすてる	捨て去る
さすひゆ	指差す
さすひー	サービス
させつん	絶賛
させんん	三千
させんー	センサー
さそはる	ざるそば
さたちる	立ち去る
さたつは	札束
さたつめ	冷たさ
さたつん	雑談
さたねむ	眠たさ
さたまる	定まる
さためる	定める
さたるん	サンダル
さたんん	単三:炭酸
さたんー	ダンサー
さちへん	偏差値
さちもる	持ち去る
さちりー	リサーチ
さつつへ	別冊
さつとと	どさっと
さつとに	とっさに
さつとほ	ぼさっと
さつとり	どっさり
さつにん	日産
さつはり	さっぱり:ばっさり
さつはん	発散
さつふん	残物
さつまら	まっさら
さつらん	乱雑
さてとー	デザート
さてりわ	手触り
さとふる	ふるさと
さとほー	サポート
さとらり	さらりと
さとりる	取り去る
さなまみ	皆様
さなみん	皆さん
さなよら	さよなら
さならる	更なる
さねんん	三年:残念
さはまる	挟まる
さはめる	春雨（はるさめ）
さはんん	残飯
さふゆる	揺さぶる
さふるん	サンプル
さふんん	三分:分散
さほるれ	干される
さまらん	まんざら
さまんん	三万
さめめる	目覚める
さめりわ	目障り
さらんん	散乱
さりわん	割り算
さりんん	山林
ししする	指示する:支持する
ししたた	たじたじ
ししたと	年下
ししたみ	親しみ
ししたむ	親しむ
ししつつ	実質
ししつむ	事務室
ししつや	実写
ししつゆ	支出
ししつよ	除湿
ししつり	支持率
ししつん	寝室:湿疹:真実
ししとと	しとしと:じとじと:どしどし
ししはは	しばしば
ししひひ	ひしひし
ししふふ	しぶしぶ
ししみみ	しみじみ
ししむむ	むしむし
ししむよ	事務所
ししむる	無印
ししめめ	じめじめ
ししめる	目印
ししもも	もしもし
ししもや	しゃもじ
ししやゆ	車種
ししやる	矢印
ししやん	信者:写真:新車:神社
ししゆん	主人:人種:受信:受診:新種:順次
ししよん	初心
ししりり	じりじり
ししるん	信じる
ししろろ	じろじろ
ししわわ	しわしわ:じわじわ
ししんん	じんじん:人身:心身:心身・身心:新人
しすたま	澄ました［〜顔］
しすたみ	染み出す
しすため	締め出す:締め出す・閉め出す
しすたん	沈んだ［〜表情］
しすちみ	筋道:道筋
しすつり	ずっしり
しすてむ	システム
しすてー	ステージ
しすとひ	一筋
しすねひ	ビジネス
しすはら	走らす
しすほる	保持する
しすほん	スポンジ
しすまる	静まる
しすむる	無視する
しすめる	沈める:静める
しすゆー	シューズ:ジュース
しすりー	シリーズ
しするん	信ずる
しすんー	シーズン:ジーンズ:ジーンズ［ブルーデニム］
しせつつ	切実
しせつゆ	出世
しせつよ	所説:諸説:除雪
しせつん	先日:全日（ぜんじつ）:前日:実戦:実践:新設:親切
しせとの	年の瀬
しせにん	自然に
しせふん	不自然
しせやん	全社:前者:洗車:車線
しせゆん	選手
しせよわ	しわ寄せ
しせよん	しょせん:初戦・緒戦（しょせん）
しせらる	知らせる
しせんん	人選:全身:前進:新鮮
しそたら	そしたら
しそつん	損失:新卒
しそほら	星空
しそみる	みそ汁
しそやれ	それじゃ
したたは	じたばた
したちも	持ち出し
したつま	しまった
したつみ	下積み
したつめ	湿った
したつや	達者
したつゆ	ダッシュ
したつん	達人
したては	果たして
したてる	デジタル:仕立てる
したてわ	手渡し
したてん	断じて
したとひ	飛び出し
したとふ	ふとした
したとり	下取り:取り出し
したなみ	たしなみ
したなむ	たしなむ
したにめ	試しに
したねも	下ねた
したねれ	ねじれた
したのみ	楽しみ
したのむ	楽しむ
したのも	出し物
したはみ	はみ出し
したひよ	呼び出し
したひー	ビジター
したふり	振り出し
したまも	まだしも
したみゆ	多趣味
しためー	ダメージ
したもれ	だれしも
したやれ	しゃれた
したやん	遮断
したゆる	主たる
したゆん	手段
したよん	男女（だんじょ）:短所
したんん	単身:診断
しちつよ	秩序
しちによ	初日（しょにち）
しちぬも	持ち主
しちやよ	著者
しちやん	新茶
しちやー	チャージ
しちゆー	シチュー
しつつふ	実物:物質
しつつへ	別室
しつつま	つじつま:つじつま［〜を合わせる］:末日
しつつみ	密室
しつつむ	慎む
しつてん	失点
しつとひ	びしっと
しつとよ	突如
しつとり	しっとり:どっしり
しつとわ	じわっと
しつとん	突進
しつねん	失念:熱心
しつはや	発射:発車
しつはよ	処罰
しつはん	発信:発疹:発進
しつひや	筆者
しつひゆ	出費:必需:美術
しつひり	びっしり
しつひん	品質
しつふゆ	プッシュ
しつふよ	ショップ
しつふり	ブリッジ
しつふん	人物:紛失
しつへゆ	種別
しつへん	別人
しつほん	本日:本質
しつまろ	真っ白
しつまん	満室
しつみん	親密
しつもよ	書物
しつもん	質問
しつやれ	列車
しつゆゆ	輸出
しつゆら	ラッシュ
しつゆろ	露出
しつよれ	序列
しつりん	隣室
しつれん	失恋:連日
してなは	手放し
してなも	もてなし
してはめ	初めて
してまわ	手回し
してみる	染み出る
してやん	電車
してゆん	店主:手順
してよん	書店
してるん	転じる
してんん	進展
しとなに	何年（なにどし）
しとねん	次年度
しとはん	半年（はんとし）
しとまり	戸締まり
しとゆー	シュート
しとより	年寄り
しとよー	ショート
しとるん	豚汁
しとれー	レシート
しなにろ	何しろ
しなのも	品物
しなもん	シナモン
しにはめ	始めに
しにはや	早死に
しにひま	日増しに
しにゆん	主任:順に
しによん	初任
しにんん	にんじん:妊娠
しぬみら	見知らぬ
しねまわ	根回し
しねよん	年初
しねるれ	ねじれる
しねんん	信念:新年
しのみろ	飲み代
しのもる	汁物
しはふら	歯ブラシ
しはまや	パジャマ
しはまり	始まり
しはまる	始まる
しはみめ	見始め［〜の見納め］
しはみら	見晴らし
しはむん	蒸しパン
しはめる	始める
しはめん	晩飯
しはやん	ジャパン:反射
しはよん	序盤
しはりわ	割りばし
しはるー	シルバー
しはんん	半身（はんしん）:審判:審判［〜員］:阪神
しひめる	昼飯（ひるめし）
しひゆん	品種:準備
しひよん	ビジョン
しひるれ	しびれる
しひんん	新品
しふまめ	不まじめ
しふやん	ジャンプ
しふやー	シャープ
しふよん	処分:文書
しふりん	理不尽
しふるん	シンプル
しふんん	分身:新聞
しへやり	しゃべり
しへやる	しゃべる:シャベル
しへゆー	ベージュ
しへよん	便所
しへらる	調べる
しへりん	リベンジ
しへるー	ヘルシー
しへんん	変人:変身:返信
しほまろ	幻
しほやん	ジャンボ:本社
しほりー	ポリシー
しほるん	シンボル
しほんん	凡人:本心
しまやん	満車
しまりわ	交わり:割り増し
しまるわ	交わる
しまれん	ジレンマ
しまんー	マシーン
しみむゆ	無趣味
しみよん	庶民
しむゆん	矛盾
しむよわ	弱虫
しめやー	メジャー
しめよん	免除:書面
しもんん	問診
しやるん	ジャンル
しやれー	レジャー
しやわー	シャワー
しゆるー	シュール
しゆろん	順路
しよるれ	よじれる
しりんん	森林:隣人
しるろん	論じる
すすたた	ずたずた
すすたん	スタンス
すすてん	進んで
すすとれ	ストレス
すすはる	パスする
すすへへ	すべすべ
すすへら	滑らす
すすへー	スペース
すすまま	ますます:まずまず
すすみる	ミスする
すすむむ	むずむず
すすむー	スムーズ
すすめる	勧める:薦める:進める
すすやや	すやすや
すすらら	すらすら
すするる	ずるずる
すすれれ	すれすれ
すせつる	接する
すせふろ	プロセス
すせまる	済ませる
すせるわ	世話する
すせるー	セールス
すせろん	路線図
すせんん	寸前
すそるん	損する
すたちも	持ち出す:持ち出す［話を〜］
すたつふ	スタッフ
すたつる	脱する:達する
すたつれ	連れ出す
すたとひ	飛び出す
すたとり	取り出す
すたとん	スタンド
すたとー	スタート
すたなみ	スタミナ
すたにん	多人数（たにんず）
すたねる	尋ねる:訪ねる
すたのり	乗り出す
すたはみ	はみ出す
すたはる	打破する
すたひよ	呼び出す
すたひら	ひたすら
すたひる	旅する
すたふみ	踏み出す
すたふり	降り出す
すたふん	スタンプ
すたほー	ポスター
すたまみ	水玉:水玉［〜模様］
すたまー	マスター
すたみわ	見渡す
すたもら	もたらす
すたりわ	割り出す
すちなわ	すなわち
すちひー	スピーチ
すちむー	スチーム
すちやん	チャンス
すちゆる	治癒する
すちらる	拉致（らち）する
すちるん	ちんする［レンジで〜］
すちるー	スチール
すつてふ	ステップ
すつてる	徹する
すつとぬ	盗人（ぬすっと）
すつとふ	ストップ:トップス
すつとほ	すぽっと:スポット
すつとむ	むすっと
すつねる	熱する
すつはり	スリッパ
すつはる	発する:罰する
すつひん	すっぴん
すつふほ	ポップス
すつふり	スリップ
すつほる	欲する
すつほー	スポーツ
すつれん	レッスン
すてなは	手放す
すてなも	もてなす
すてにる	手にする
すてはる	パステル
すてひよ	呼び捨て
すてみる	見捨てる
すてるん	留守電:転ずる
すととー	トースト
すとひま	ひとまず
すとひろ	ビストロ
すとひー	スピード
すとふる	塗布する
すとふー	ストーブ
すとへー	ペースト
すとまわ	惑わす
すとまー	スマート
すとらり	リストラ［リストラクチャリング］
すとれわ	度忘れ
すとろー	ストロー
すとわー	ワースト
すなにる	何する
すなはま	砂浜
すなはみ	見放す:見放す・見離す:見離す:鼻水
すなはー	ナーバス
すなほー	ボーナス
すなまや	悩ます
すなりん	すんなり
すにのる	図に乗る
すにめる	目にする
すにゆー	ニュース
すぬふれ	ずぶぬれ
すねるん	念ずる
すののも	酢の物
すのほみ	飲み干す
すのみみ	飲み水
すのもや	安物
すはらん	バランス
すはるれ	外れる
すはるん	反する:留守番
すひまる	麻痺する
すふよる	付与する
すふらん	フランス
すふるわ	震わす
すふれろ	プロレス
すふれー	スプレー:フレーズ
すふんー	スプーン
すへりる	すり減る
すほみん	凡ミス
すまみわ	見回す
すまやる	休まる
すまよわ	迷わす
すみもれ	水漏れ
すみやり	水やり
すみりわ	水割り
すむりる	無理する
すめもる	メモする
すめやる	休める
すやりわ	割安
すりりー	リリース
するれわ	忘れる
せせつと	せっせと
せせつん	接戦
せせんん	全然:前線
せそつの	その節
せそつん	率先
せたつん	切断:脱線
せたまる	待たせる
せたもる	もたせる:持たせる
せたもれ	背もたれ
せたんん	先端:断然
せたんー	センター
せつつみ	密接
せつつめ	絶滅
せつつり	設立
せつてん	伝説:接点:節電
せつとり	リセット
せつとん	突然
せつはん	洗髪
せつひん	必然
せつふん	節分
せつへん	選別
せつめん	全滅
せつりん	釣り銭:隣接
せつれん	前列
せてめも	せめても
せてんん	伝染:全店:宣伝:点線
せとひも	是非とも
せとめん	セメント
せともん	元栓
せとより	取り寄せ
せななら	なぜなら
せなはる	話せる
せなみー	セミナー
せなんん	何千
せにのも	偽物（にせもの）:偽者（にせもの）
せにんん	前任:善人:専任
せねんん	前年:専念
せのほる	のぼせる
せのまも	混ぜ物
せのまる	飲ませる
せははよ	幅寄せ
せはまる	狭まる
せはろん	セロハン
せはんん	万全:全般:前半
せひんん	全品
せふらる	降らせる
せふんん	全文
せへんん	全編:前編
せみみん	耳栓
せめんん	全面:前面:洗面
せもんん	全問:専門
せれんん	洗練
そそひひ	ひそひそ
そそもも	そもそも
そそれれ	それぞれ:それぞれ［〜の・〜に］
そそろろ	そろそろ:ぞろぞろ
そそわわ	そわそわ
そたつろ	そろった
そたてる	育てる
そたのめ	そのため［〜に］
そつてろ	そろって
そつとら	外面（そとづら）
そつなら	夏空
そつはゆ	そばつゆ
そつひり	ひっそり
そつほり	ほっそり
そてのは	その場で
そてはれ	それでは
そてはん	半そで
そてもれ	それでも
そとのひ	その人
そとほれ	それほど
そともれ	それとも
そとりー	リゾート
そなにん	そんなに
そなのは	花園
そなられ	それなら
そなりれ	それなり
そなるわ	備わる
そののも	そのもの
そのふん	その分
そのへん	その辺
そのまま	そのまま
そのもよ	よそ者
そふんん	存分
そまらん	マラソン
たたちに	直ちに
たたとは	どたばた
たたなは	七夕
たたはは	ばたばた:ぱたぱた
たたひひ	たびたび:ひたひた
たたひふ	再び
たたふま	二また
たたへへ	べたべた
たたへり	隔たり
たたまま	たまたま:またまた:まだまだ
たたもも	もたもた
たたらら	たらたら:だらだら
たたるん	たるんだ
たたんん	段段:淡淡
たちちん	縮んだ
たちとも	友達
たちなり	成り立ち
たちはみ	道端
たちみよ	立ち読み
たちよる	立ち寄る
たつつは	発達
たつてま	黙って
たつてみ	積み立て
たつてん	伝達
たつとひ	ぴたっと
たつとふ	太った
たつとら	だらっと
たつとん	断トツ
たつなめ	めったな
たつなり	成り立つ
たつにめ	めったに
たつねん	断熱
たつはら	腹立つ
たつはり	はったり:ばったり:ぱったり
たつはん	単発:短髪
たつひり	ぴったり
たつふり	たっぷり
たつふん	仏壇
たつへほ	ほっぺた
たつへり	べったり
たつほん	発端
たつまん	末端:端末
たつもれ	もつれた
たつやれ	やつれた
たつゆり	ゆったり
たつりー	リッター
たつるわ	伝わる
たてなれ	手慣れた
たてにる	煮立てる
たてのも	建物
たてはま	ではまた
たてひり	左手
たてへる	隔てる
たてみる	見立てる
たてめら	でたらめ
たてもれ	だれでも
たとにん	途端に
たとはり	鳥肌
たとはん	土壇場（どたんば）
たとひひ	ひとたび:旅人（たびびと）
たとりん	段取り
たとるー	トータル
たとれん	タレント
たなはは	花束
たなひふ	船旅
たなほん	本棚
たなみれ	見慣れた
たなめる	なだめる
たなるん	単なる
たにもー	モニター
たにんん	担任
たねはる	束ねる
たねほむ	無駄骨
たねゆる	ゆだねる
たねんん	断念
たのひり	左の
たのへも	食べ物
たはまり	たまり場
たはんん	判断:短パン
たはんー	パターン
たひみん	ビタミン
たひんん	単品
たふやれ	破れた
たふんん	ふんだん:ぶんたん:分担:短文
たへらん	ベランダ
たへんん	断片
たほほん	たんぽぽ
たまもや	またもや
たまりん	だんまり
たまんん	満タン
たみるれ	乱れる
たむらん	ランダム
ためんん	断面:面談
たもるれ	もたれる
たらんん	だんらん
たるれん	レンタル
たれんん	鍛練・鍛錬
たわんん	ワンタン
ちちのの	後後（のちのち）
ちちのひ	父の日
ちちはは	父母（ちちはは）
ちちひひ	ちびちび:ぴちぴち
ちちふふ	ぷちぷち
ちちほほ	ぼちぼち
ちちまま	まちまち
ちちまる	縮まる
ちちめる	縮める
ちちよよ	よちよち
ちちらら	ちらちら
ちつとも	ちっとも
ちつとよ	ちょっと
ちつとら	ちらっと
ちつにほ	日没
ちつはみ	はちみつ
ちつはや	茶髪
ちつはり	ばっちり:ぱっちり
ちつひり	ぴっちり
ちつほん	沈没
ちつまや	抹茶
ちつみり	みっちり
ちつれん	陳列
ちとのほ	後ほど
ちとのみ	どのみち
ちとひる	飛び散る
ちともら	どちらも
ちとやん	ちゃんと
ちなにみ	ちなみに
ちなにん	何日
ちなはみ	花道（はなみち）
ちにはん	半日
ちのみり	道のり
ちのもも	持ち物:物持ち
ちはもら	腹持ち
ちはらる	散らばる
ちふもー	モチーフ
ちほやや	ちやほや
ちほらら	ちらほら
ちまみれ	血まみれ
ちみより	寄り道
ちもよる	持ち寄る
ちもろん	もちろん
ちやわん	茶わん
つつとは	突発
つつとる	つるっと
つつねは	発熱
つつはら	はつらつ
つつはる	突っ張る
つつふふ	ぶつぶつ
つつへへ	別別
つつほほ	ぽつぽつ
つつるる	つるつる
つてとひ	人づて
つてとめ	努めて
つてとも	とっても
つてなは	夏ばて
つてにも	手に持つ:手荷物
つてはる	出っ張る
つてはん	発展:発電:鉄板
つてふん	鉄分
つてへん	てっぺん
つてまん	てんまつ
つてめん	点滅
つとなー	ドーナツ
つとにゆ	ユニット
つとのり	乗っ取り
つとのる	乗っ取る
つとはは	ぱっぱと
つとはみ	ぱっと見
つとはり	ぱりっと
つとひも	一つも
つとひよ	ひょっと
つとひり	ぴりっと
つとふふ	吹っ飛ぶ
つとふら	ふらっと:ぶらっと:トラップ:フラット
つとふり	どっぷり
つとふわ	ふわっと
つとへり	べっとり
つとほよ	よっぽど
つとほり	ぽつりと
つとほろ	ぽろっと:ロボット
つとほん	ぽつんと
つとまる	務まる
つとみり	リミット
つとめり	メリット
つとめる	努める:務める:勤める
つともも	もっとも:最も
つともー	モットー
つとりる	リットル
つなのも	夏物
つなひま	真夏日
つならる	連なる
つにねも	根に持つ
つにほん	日本（にっぽん）
つにまる	煮詰まる
つにめる	煮詰める
つねまん	年末
つねらる	連ねる
つのはも	初物
つのへも	別物
つのめも	詰め物
つのもわ	つわもの
つははん	反発
つはひり	引っ張り
つはひる	引っ張る
つはひん	頻発
つはふん	奮発
つはへん	判別
つはみみ	初耳
つはもら	もっぱら
つはやり	やっぱり
つはれん	連発
つひふん	物品
つふへん	分別（ふんべつ）:分別（ぶんべつ）
つふまめ	豆粒
つふまん	粉末
つふるれ	つぶれる
つふるー	フルーツ
つふれん	分裂
つほるれ	ほつれる
つまみや	山積み
つまめり	目詰まり
つまよる	強まる
つまるわ	まつわる
つみめん	綿密
つみもり	見積もり
つみもる	見積もる
つめよる	強める
つもるれ	もつれる
つやるれ	やつれる
つらるれ	釣られる
てとなん	テナント
てとにま	二度手間
てとにる	手に取る
てとはー	デパート
てとひる	飛び出る
てとまる	手間取る
てともれ	どれでも
てとんん	天どん
てなもん	なんでも:何でも
てなんん	難点
てによる	世に出る
てねんん	天然
てのひら	手の平（ひら）
てはみる	はみ出る
てひまま	手間暇
てひゆー	デビュー
てふらん	テンプラ
てふるー	テーブル
てへらん	ベテラン
てほりー	ホリデー
てほんん	本店
てまるわ	出回る
てまんん	満点
てろんん	論点
ととひひ	人人（ひとびと）
ととへへ	へとへと:べとべと
ととほほ	ほどほど
ととほれ	どれほど
ととほん	ほとんど
ととまる	とどまる
ととめる	とどめる
とともも	元元（もともと）:共共（ともども）
ととるれ	レトルト
ととれれ	どれどれ
ととれー	トレード
ととろろ	とろとろ:どろどろ
ととんん	とんとん:どんどん
となにん	どんなに
となひみ	人並み
となほる	なるほど
となみも	源
となもん	なんとも:何度も
とぬまろ	泥沼:泥沼［〜にはまる］
とぬるー	ヌードル
とねまり	寝泊まり
とねるん	トンネル
とのへん	どの辺
とのほみ	身の程
とはひん	一晩
とはるん	ハンドル
とはるー	ハードル
とひみり	ひとり身
とひむら	村人
とひやり	ひやりと
とひりー	リピート
とふもも	太もも
とふらり	ふらりと:ぶらりと
とふらる	トラブる:トラブル
とふらん	トランプ:ブランド
とふりん	どんぶり:プリント
とふれん	ブレンド
とふれー	プレート
とふろん	フロント
とほまや	山ほど
とほりー	リポート
とほれー	レポート
とままり	まとまり
とままる	まとまる
とままん	まんまと
とまめる	まとめる
とみみも	耳もと
とみめる	認める
とみよる	読み取る
とみるれ	見とれる
とむりー	ドリーム
とめもる	求める
とめやり	取りやめ
とめるー	メートル
とめれー	メドレー
ともより	元より
とやりり	やり取り
とよりん	どんより
とるわー	ワールド
とろんん	ロンドン
なにのも	何者
なにひら	並びに
なにむる	無になる
なにもん	何にも［〜ない］
なにより	何より
なにんん	何人（なんにん）
なねんん	何年（なんねん）
なのへも	なべ物
なのまも	生物（なまもの）
なはひら	歯並び:花びら
なはるれ	はなれる（離・放）:離れる
なはんー	ナンバー
なへらる	並べる
なへんん	軟便
なまんん	何万
なみるれ	見慣れる
なもんん	難問
ならんー	ランナー
ににひひ	日に日に
ににやや	にやにや
にはんん	万人（ばんにん）:犯人
にひるー	ビニール
にほんん	本人
にめもゆ	夢にも
にめゆー	メニュー
にめらん	メラニン
ぬぬるる	ぬるぬる
ぬまゆる	ぬるま湯
ねねはは	ねばねば
ねのまも	物まね
ねのもり	練り物
ねほんん	本年
ねまりん	マンネリ
ねむるれ	眠れる
ののひひ	伸び伸び:延び延び
ののほほ	ほのぼの
ののみも	飲み物
ののもり	乗り物
ののろろ	のろのろ
のははひ	母の日
のひりん	のんびり
のふもゆ	冬物
のほもん	本物
のほりん	ほんのり
のまるー	ノーマル
のみもよ	読み物
のもるわ	悪者
のもれわ	割れ物
ははひろ	幅広
ははやん	早番
ははらら	はらはら:ばらばら
ははりり	ばりばり:ぱりぱり
ははるる	はるばる
ははれれ	晴れ晴れ
ははんん	半半
はひりり	リハビリ
はひんん	頻繁
はふるわ	パワフル
はふるん	踏ん張る
はふんん	半分
はへるー	ヘルパー
はほんん	本番
はまやる	はやまる（早・速）:早まる
はめやる	早める
はめりり	めりはり
はめんん	反面
はめんー	メンバー
はゆりー	バリュー
はろんん	反論
ひひやや	ひやひや:ヒヤヒヤ:冷や冷や
ひひよん	予備品
ひひらら	ひらひら
ひひりり	ひりひり:ぴりぴり
ひひれわ	ひび割れ
ひふまゆ	真冬日
ひへんん	返品
ひほるろ	滅びる
ひまりわ	ひまわり
ひまるろ	広まる
ひまんー	ピーマン
ひめるろ	広める
ひやりん	ひんやり
ひゆれー	レビュー
ふふよよ	ぶよぶよ
ふふらら	ふらふら:ぶらぶら
ふふるる	ぷるぷる
ふふわわ	ふわふわ
ふふんん	ぷんぷん
ふほりん	本降り
ふほんん	本文（ほんぶん）
ふまらー	マフラー
ふむれー	フレーム
ふめんん	文面
ふやるれ	敗れる［決勝戦で〜］:破れる
ふらるれ	振られる
ふらわー	フラワー
ふりるわ	割り振る
ふりわん	ふんわり
ふれんー	プレーン
へへらら	へらへら:ぺらぺら
へほんん	本編
ほほやや	ほやほや
ほほよよ	よぼよぼ
ほほれれ	ほれぼれ
ほほろろ	ぼろぼろ:ぽろぽろ
ほほんん	ぼんぼん
ほもるん	ホルモン
ほやりん	ぼんやり
ままるる	まるまる:丸まる
ままんん	満満［自信〜］
まみもる	見守る
まみるれ	まみれる
まみるわ	見回る
まめるる	丸める
まめんん	満面
まもやり	山盛り
まよるわ	弱まる
まりりわ	利回り
みみより	耳寄り
みめゆる	夢見る
みらるれ	見られる
むやりり	無理やり
めもりー	メモリー
めゆるる	緩める
めよるわ	弱める
めらんー	ラーメン
ももやや	もやもや
ももろろ	もろもろ
ややれれ	やれやれ
やらるれ	やられる
やりわん	やんわり:やんわり［〜と断る］
ゆゆるる	ゆるゆる
よよれれ	よれよれ
よよろろ	よろよろ
よりんん	四輪
わわんん	わんわん
