４文字集合	可能な４文字単語
さたつば	札束
さたつめ	冷たさ
さたねむ	眠たさ
さたんん	単三:炭酸
さだまる	定まる
さだめる	定める
さだるん	サンダル
さちへん	偏差値
さちもる	持ち去る
さちりー	リサーチ
さっとに	とっさに
さっにん	日産
さっはん	発散
さっまら	まっさら
さとふる	ふるさと
さとらり	さらりと
さとりる	取り去る
さなまみ	皆様
さなみん	皆さん
さなよら	さよなら
さならる	更なる
さねんん	三年
さはまる	挟まる
さはめる	春雨（はるさめ）
さぶゆる	揺さぶる
さぶんん	三分:分散
さぷるん	サンプル
さほるれ	干される
さまんん	三万
さらんん	散乱
さりんん	山林
ざしたん	足し算
ざしまめ	目覚まし
ざしんん	斬新
ざつらん	乱雑
ざてりわ	手触り
ざねんん	残念
ざまらん	まんざら
ざめめる	目覚める
ざめりわ	目障り
ざりわん	割り算
ししたと	年下
ししたみ	親しみ
ししたむ	親しむ
ししっん	湿疹
ししつゅ	支出
ししつん	寝室
ししとと	しとしと
ししひひ	ひしひし
ししむむ	むしむし
ししもも	もしもし
ししゃん	写真:新車
ししゅん	新種
ししょん	初心
ししわわ	しわしわ
ししんん	心身:心身・身心
しじする	指示する:支持する
しじつむ	事務室
しじつり	支持率
しじつん	真実
しじみみ	しみじみ
しじむる	無印
しじめる	目印
しじやる	矢印
しじるん	信じる
しじんん	人身:新人
しすたま	澄ました［〜顔］
しすだみ	染み出す
しすだめ	締め出す:締め出す・閉め出す
しすてむ	システム
しすはら	走らす
しすむる	無視する
しずまる	静まる
しずめる	沈める:静める
しずるん	信ずる
しせつょ	所説:諸説
しせつん	新設:親切
しせとの	年の瀬
しせゃん	洗車:車線
しせゅん	選手
しせょん	しょせん:初戦・緒戦（しょせん）
しせよわ	しわ寄せ
しせらる	知らせる
しせんん	新鮮
しぜにん	自然に
しぜふん	不自然
しぜんん	全身:前進
しそたら	そしたら
しそつん	損失:新卒
しそみる	みそ汁
しぞほら	星空
したっま	しまった
したっめ	湿った
したづみ	下積み
したては	果たして
したてる	仕立てる
したてわ	手渡し
したとふ	ふとした
したどり	下取り
したなみ	たしなみ
したなむ	たしなむ
したにめ	試しに
したねも	下ねた
したのみ	楽しみ
したのむ	楽しむ
したみゅ	多趣味
したゃれ	しゃれた
したゅる	主たる
したょん	短所
したんん	単身
しだちも	持ち出し
しだとり	取り出し
しだのも	出し物
しだはみ	はみ出し
しだふり	振り出し
しだまも	まだしも
しだもれ	だれしも
しだんん	診断
しちにょ	初日（しょにち）
しちぬも	持ち主
しちゃん	新茶
しっつみ	密室
しってん	失点
しっとり	しっとり
しっとん	突進
しっねん	熱心
しっはん	発信:発疹:発進
しっまろ	真っ白
しつつむ	慎む
しつねん	失念
しつひん	品質
しつふん	紛失
しつほん	本質
しつまん	満室
しつみん	親密
しつもょ	書物
しつもん	質問
しつゅゆ	輸出
しつゅろ	露出
しつりん	隣室
しつれん	失恋
してなば	手放し
してなも	もてなし
してまわ	手回し
してゅん	店主
してょん	書店
してんん	進展
しでみる	染み出る
しとはん	半年（はんとし）
しとより	年寄り
しとれー	レシート
しどなに	何年（なにどし）
しなにろ	何しろ
しなのも	品物
しなもん	シナモン
しにひま	日増しに
しにゅん	主任
しにょん	初任
しにんん	妊娠
しぬみら	見知らぬ
しねまわ	根回し
しねょん	年初
しねんん	信念:新年
しのみろ	飲み代
しのもる	汁物
しはぶら	歯ブラシ
しはみら	見晴らし
しはゃん	反射
しはんん	半身（はんしん）:阪神
しばめん	晩飯
しばりわ	割りばし
しぱむん	蒸しパン
しぱんん	審判:審判［〜員］
しひめる	昼飯（ひるめし）
しひゅん	品種
しびるれ	しびれる
しぴんん	新品
しぶんん	分身:新聞
しぷるん	シンプル
しへるー	ヘルシー
しへんん	変身:返信
しべらる	調べる
しほゃん	本社
しほんん	本心
しぼまろ	幻
しぼるん	シンボル
しまゃん	満車
しまりわ	割り増し
しまんー	マシーン
しみむゅ	無趣味
しみょん	庶民
しむよわ	弱虫
しめょん	書面
しもんん	問診
しりんん	森林
じすちみ	筋道:道筋
じすとひ	一筋
じすほる	保持する
じせつつ	切実
じせつん	先日
じせんん	人選
じたつん	達人
じたねれ	ねじれた
じつつま	つじつま:つじつま［〜を合わせる］:末日
じつほん	本日
じつれん	連日
じてはめ	初めて
じてるん	転じる
じとまり	戸締まり
じとるん	豚汁
じにはめ	始めに
じにはや	早死に
じにんん	にんじん
じねるれ	ねじれる
じはまり	始まり
じはまる	始まる
じはみめ	見始め［〜の見納め］
じはめる	始める
じふまめ	不まじめ
じふりん	理不尽
じへんん	変人
じまりわ	交わり
じまるわ	交わる
じまれん	ジレンマ
じよるれ	よじれる
じりんん	隣人
じるろん	論じる
すすたん	スタンス
すすでん	進んで
すすとれ	ストレス
すすぱる	パスする
すすべら	滑らす
すすまま	ますます
すすみる	ミスする
すすめる	勧める:薦める:進める
すすやや	すやすや
すすらら	すらすら
すすれれ	すれすれ
すせっる	接する
すせぷろ	プロセス
すせまる	済ませる
すせるわ	世話する
すせるー	セールス
すぜんん	寸前
すそるん	損する
すたっふ	スタッフ
すたっる	達する
すたとー	スタート
すたどん	スタンド
すたなみ	スタミナ
すたひら	ひたすら
すたびる	旅する
すたぷん	スタンプ
すたまー	マスター
すたみわ	見渡す
すたもら	もたらす
すだちも	持ち出す:持ち出す［話を〜］
すだつれ	連れ出す
すだとり	取り出す
すだのり	乗り出す
すだはみ	はみ出す
すだはる	打破する
すだふみ	踏み出す
すだふり	降り出す
すだりわ	割り出す
すちなわ	すなわち
すちむー	スチーム
すちゃん	チャンス
すちゆる	治癒する
すちらる	拉致（らち）する
すちるん	ちんする［レンジで〜］
すちるー	スチール
すってる	徹する
すっとぬ	盗人（ぬすっと）
すっとむ	むすっと
すっねる	熱する
すっはる	発する
すっほる	欲する
すっれん	レッスン
すてなば	手放す
すてなも	もてなす
すてにる	手にする
すてぱる	パステル
すてびよ	呼び捨て
すてみる	見捨てる
すでるん	留守電
すととー	トースト
すとびろ	ビストロ
すとふる	塗布する
すとまー	スマート
すとらり	リストラ［リストラクチャリング］
すとろー	ストロー
すとわー	ワースト
すどまわ	惑わす
すどれわ	度忘れ
すなにる	何する
すなはま	砂浜
すなはみ	見放す:見放す・見離す:見離す
すなまや	悩ます
すなりん	すんなり
すにめる	目にする
すののも	酢の物
すのほみ	飲み干す
すのもや	安物
すはるん	反する
すばらん	バランス
すばるん	留守番
すひまる	麻痺する
すふよる	付与する
すふらん	フランス
すふるわ	震わす
すぷれろ	プロレス
すへりる	すり減る
すぼみん	凡ミス
すまみわ	見回す
すまやる	休まる
すまよわ	迷わす
すむりる	無理する
すめもる	メモする
すめやる	休める
すやりわ	割安
すりりー	リリース
するれわ	忘れる
ずせろん	路線図
ずたにん	多人数（たにんず）
ずたねる	尋ねる:訪ねる
ずたまみ	水玉:水玉［〜模様］
ずてるん	転ずる
ずとひま	ひとまず
ずなはみ	鼻水
ずにのる	図に乗る
ずねるん	念ずる
ずのみみ	飲み水
ずはるれ	外れる
ずみもれ	水漏れ
ずみやり	水やり
ずみりわ	水割り
せせっと	せっせと
せせっん	接戦
せぜんん	前線
せそっん	率先
せそつの	その節
せたまる	待たせる
せたもる	もたせる:持たせる
せたもれ	背もたれ
せたんん	先端
せたんー	センター
せだつん	切断
せっつみ	密接
せってん	接点
せっとり	リセット
せつつり	設立
せつでん	伝説:節電
せつぱん	洗髪
せつぶん	節分
せつべん	選別
せつりん	釣り銭:隣接
せてめも	せめても
せてんん	点線
せでんん	伝染:宣伝
せとめん	セメント
せともん	元栓
せとより	取り寄せ
せなはる	話せる
せなみー	セミナー
せにのも	偽物（にせもの）:偽者（にせもの）
せにんん	専任
せねんん	専念
せのぼる	のぼせる
せのまる	飲ませる
せはばよ	幅寄せ
せはろん	セロハン
せばまる	狭まる
せふらる	降らせる
せみみん	耳栓
せめんん	洗面
せもんん	専門
せれんん	洗練
ぜつつめ	絶滅
ぜつとん	突然
ぜつひん	必然
ぜつめん	全滅
ぜつれん	前列
ぜてんん	全店
ぜとひも	是非とも
ぜななら	なぜなら
ぜなんん	何千
ぜにんん	前任:善人
ぜねんん	前年
ぜのまも	混ぜ物
ぜはんん	前半
ぜめんん	全面:前面
ぜもんん	全問
そそひひ	ひそひそ
そそもも	そもそも
そそろろ	そろそろ
そそわわ	そわそわ
そぞれれ	それぞれ:それぞれ［〜の・〜に］
そたっろ	そろった
そたのめ	そのため［〜に］
そだてる	育てる
そってろ	そろって
そっひり	ひっそり
そっほり	ほっそり
そつばゆ	そばつゆ
そづとら	外面（そとづら）
そではれ	それでは
そではん	半そで
そでもれ	それでも
そとのひ	その人
そともれ	それとも
そどほれ	それほど
そなにん	そんなに
そなられ	それなら
そなりれ	それなり
そなるわ	備わる
そののも	そのもの
そのぶん	その分
そのへん	その辺
そのまま	そのまま
そのもよ	よそ者
そまらん	マラソン
ぞつなら	夏空
ぞなのは	花園
たたなば	七夕
たたひひ	ひたひた
たたびふ	再び
たたふま	二また
たたまま	たまたま:またまた
たたもも	もたもた
たたらら	たらたら
たたんん	淡淡
ただちに	直ちに
ただへり	隔たり
ただるん	たるんだ
たちなり	成り立ち
たちばみ	道端
たちみよ	立ち読み
たちよる	立ち寄る
たっつは	発達
たっとふ	太った
たっなめ	めったな
たっにめ	めったに
たっはり	はったり
たっほん	発端
たっまん	末端
たっゆり	ゆったり
たつてみ	積み立て
たつでん	伝達
たつなり	成り立つ
たつぱん	単発:短髪
たつまん	端末
たつもれ	もつれた
たつやれ	やつれた
たつるわ	伝わる
たてなれ	手慣れた
たてにる	煮立てる
たてのも	建物
たてみる	見立てる
たではま	ではまた
たでめら	でたらめ
たとにん	途端に
たとひび	ひとたび
たとるー	トータル
たとれん	タレント
たなはば	花束
たなびふ	船旅
たなみれ	見慣れた
たなるん	単なる
たにもー	モニター
たにんん	担任
たねばる	束ねる
たのべも	食べ物
たばまり	たまり場
たぱんん	短パン
たびみん	ビタミン
たぴんん	単品
たぶやれ	破れた
たぶんん	ぶんたん:分担:短文
たまもや	またもや
たまんん	満タン
たもるれ	もたれる
たるれん	レンタル
たれんん	鍛練・鍛錬
たわんん	ワンタン
だちとも	友達
だつとん	断トツ
だつねん	断熱
だつはら	腹立つ
だてひり	左手
だてへる	隔てる
だとはり	鳥肌
だなほん	本棚
だなめる	なだめる
だねゆる	ゆだねる
だねんん	断念
だのひり	左の
だはんん	判断
だふんん	ふんだん
だまりん	だんまり
だみるれ	乱れる
だむらん	ランダム
だめんん	断面:面談
だらんん	だんらん
ちちのの	後後（のちのち）
ちちのひ	父の日
ちちはは	父母（ちちはは）
ちちまま	まちまち
ちちよよ	よちよち
ちちらら	ちらちら
ちぢまる	縮まる
ちぢめる	縮める
ちっとも	ちっとも
ちっとら	ちらっと
ちっみり	みっちり
ちつにぼ	日没
ちつはみ	はちみつ
ちつぼん	沈没
ちつれん	陳列
ちとびる	飛び散る
ちとゃん	ちゃんと
ちどのほ	後ほど
ちどのみ	どのみち
ちどもら	どちらも
ちなにみ	ちなみに
ちなにん	何日
ちなはみ	花道（はなみち）
ちにはん	半日
ちのみり	道のり
ちのもも	持ち物:物持ち
ちはもら	腹持ち
ちばらる	散らばる
ちふもー	モチーフ
ちほやや	ちやほや
ちほらら	ちらほら
ちまみれ	血まみれ
ちみより	寄り道
ちもよる	持ち寄る
ちもろん	もちろん
ちゃわん	茶わん
っつとる	つるっと
ってとも	とっても
ってはん	発展
っとにゆ	ユニット
っとのり	乗っ取り
っとのる	乗っ取る
っとふら	ふらっと:フラット
っとふわ	ふわっと
っとみり	リミット
っとめり	メリット
っともも	もっとも:最も
っとりる	リットル
つつねは	発熱
つつはら	はつらつ
つつるる	つるつる
つてとめ	努めて
つてなば	夏ばて
つてにも	手に持つ:手荷物
つてぶん	鉄分
つてまん	てんまつ
つてめん	点滅
つではん	発電
つとひも	一つも
つとぽり	ぽつりと
つとぽん	ぽつんと
つとまる	務まる
つとめる	努める:務める:勤める
つなのも	夏物
つなびま	真夏日
つならる	連なる
つにねも	根に持つ
つにまる	煮詰まる
つにめる	煮詰める
つねまん	年末
つねらる	連ねる
つのはも	初物
つのべも	別物
つのめも	詰め物
つのもわ	つわもの
つはぱん	反発
つはべん	判別
つはみみ	初耳
つぱひん	頻発
つぱふん	奮発
つぱれん	連発
つふべん	分別（ふんべつ）
つふまん	粉末
つふるー	フルーツ
つぶまめ	豆粒
つぶるれ	つぶれる
つぶれん	分裂
つほるれ	ほつれる
つまよる	強まる
つまるわ	まつわる
つみめん	綿密
つみもり	見積もり
つみもる	見積もる
つめよる	強める
つもるれ	もつれる
つやるれ	やつれる
つらるれ	釣られる
づてとひ	人づて
づまみや	山積み
づまめり	目詰まり
てとなん	テナント
てとにる	手に取る
てどまる	手間取る
てどんん	天どん
てなんん	難点
てねんん	天然
てのひら	手の平（ひら）
てひまま	手間暇
てぷらん	テンプラ
てべらん	ベテラン
てほんん	本店
てまんん	満点
てろんん	論点
でなもん	なんでも:何でも
でによる	世に出る
ではみる	はみ出る
でまるわ	出回る
ととひび	人人（ひとびと）
ととへへ	へとへと
とともも	元元（もともと）
ととるれ	レトルト
ととろろ	とろとろ
ととんん	とんとん
とどほん	ほとんど
とどまる	とどまる
とどめる	とどめる
とどもも	共共（ともども）
となひみ	人並み
となみも	源
となもん	なんとも
とねまり	寝泊まり
とねるん	トンネル
とばひん	一晩
とひみり	ひとり身
とひやり	ひやりと
とびむら	村人
とふもも	太もも
とふらり	ふらりと
とふろん	フロント
とぶらり	ぶらりと
とぶらる	トラブる:トラブル
とぷらん	トランプ
とぷりん	プリント
とままり	まとまり
とままる	まとまる
とままん	まんまと
とまめる	まとめる
とみみも	耳もと
とみめる	認める
とみよる	読み取る
とみるれ	見とれる
とめもる	求める
とめやり	取りやめ
とめるー	メートル
ともより	元より
とやりり	やり取り
どなにん	どんなに
どなほる	なるほど
どなもん	何度も
どぬまろ	泥沼:泥沼［〜にはまる］
どのへん	どの辺
どのほみ	身の程
どはるん	ハンドル
どほまや	山ほど
どよりん	どんより
どろんん	ロンドン
なにのも	何者
なにびら	並びに
なにむる	無になる
なにもん	何にも［〜ない］
なにより	何より
なにんん	何人（なんにん）
なねんん	何年（なんねん）
なのべも	なべ物
なのまも	生物（なまもの）
なはびら	歯並び:花びら
なはるれ	はなれる（離・放）:離れる
なべらる	並べる
なべんん	軟便
なまんん	何万
なみるれ	見慣れる
なもんん	難問
ならんー	ランナー
ににひひ	日に日に
ににやや	にやにや
にはんん	犯人
にばんん	万人（ばんにん）
にほんん	本人
にめもゆ	夢にも
にめらん	メラニン
ぬぬるる	ぬるぬる
ぬまゆる	ぬるま湯
ねのまも	物まね
ねのもり	練り物
ねほんん	本年
ねまりん	マンネリ
ねむるれ	眠れる
ののほぼ	ほのぼの
ののみも	飲み物
ののもり	乗り物
ののろろ	のろのろ
のははひ	母の日
のびりん	のんびり
のふもゆ	冬物
のほもん	本物
のほりん	ほんのり
のまるー	ノーマル
のみもよ	読み物
のもるわ	悪者
のもれわ	割れ物
ははらら	はらはら
ははんん	半半
はばやん	早番
はばるる	はるばる
はばれれ	晴れ晴れ
はびりり	リハビリ
はぶんん	半分
はまやる	はやまる（早・速）:早まる
はめやる	早める
はめりり	めりはり
はめんん	反面
はろんん	反論
ばふるん	踏ん張る
ばほんん	本番
ぱひんん	頻繁
ぱふるわ	パワフル
ひひやや	ひやひや:ヒヤヒヤ:冷や冷や
ひひらら	ひらひら
ひひりり	ひりひり
ひびよん	予備品
ひびれわ	ひび割れ
ひまりわ	ひまわり
ひまるろ	広まる
ひめるろ	広める
ひやりん	ひんやり
びふまゆ	真冬日
びほるろ	滅びる
ぴへんん	返品
ふふらら	ふらふら
ふふわわ	ふわふわ
ふまらー	マフラー
ふむれー	フレーム
ふらるれ	振られる
ふらわー	フラワー
ふりるわ	割り振る
ふりわん	ふんわり
ぶほりん	本降り
ぶほんん	本文（ほんぶん）
ぶめんん	文面
ぶやるれ	敗れる［決勝戦で〜］:破れる
へへらら	へらへら
ぺほんん	本編
ほほやや	ほやほや
ほぼれれ	ほれぼれ
ほもるん	ホルモン
ぼやりん	ぼんやり
ままるる	まるまる:丸まる
ままんん	満満［自信〜］
まみもる	見守る
まみるれ	まみれる
まみるわ	見回る
まめるる	丸める
まめんん	満面
まもやり	山盛り
まよるわ	弱まる
まりりわ	利回り
みみより	耳寄り
みめゆる	夢見る
みらるれ	見られる
むやりり	無理やり
めもりー	メモリー
めゆるる	緩める
めよるわ	弱める
めらんー	ラーメン
ももやや	もやもや
ももろろ	もろもろ
ややれれ	やれやれ
やらるれ	やられる
やりわん	やんわり:やんわり［〜と断る］
ゆゆるる	ゆるゆる
よよれれ	よれよれ
よよろろ	よろよろ
よりんん	四輪
わわんん	わんわん
